date_vente,region,magasin,type_produit,remise,image_produit,prix_vente,profit
2023-02-08,Île-de-France,Toulouse Jean Jaurès,Accessoires,0.15,https://example.com/accessoires.jpg,267.22,40.91
2023-12-05,Île-de-France,Paris République,Lunettes enfant,0.2,https://example.com/enfant.jpg,222.41,99.86
2021-04-30,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes enfant,0.1,https://example.com/enfant.jpg,214.42,73.13
2021-03-30,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes de vue,0.3,https://example.com/vue.jpg,186.95,55.45
2021-12-27,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes de vue,0.2,https://example.com/vue.jpg,228.36,65.27
2021-08-21,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes de vue,0.0,https://example.com/vue.jpg,217.57,47.92
2024-06-26,Île-de-France,Toulouse Jean Jaurès,Lunettes de vue,0.1,https://example.com/vue.jpg,163.25,47.85
2021-11-17,Occitanie,Toulouse Jean Jaurès,Lunettes de vue,0.4,https://example.com/vue.jpg,63.12,23.36
2024-11-25,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes de vue,0.1,https://example.com/vue.jpg,165.05,37.35
2022-05-07,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes enfant,0.1,https://example.com/enfant.jpg,201.62,81.37
2021-09-23,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes de vue,0.0,https://example.com/vue.jpg,335.4,71.51
2024-02-27,Nouvelle-Aquitaine,Marseille Prado,Lunettes de soleil,0.1,https://example.com/soleil.jpg,102.03,41.58
2023-08-20,Nouvelle-Aquitaine,Paris République,Lunettes de soleil,0.2,https://example.com/soleil.jpg,225.56,73.35
2022-12-29,Provence-Alpes-Côte d'Azur,Paris République,Accessoires,0.0,https://example.com/accessoires.jpg,137.4,55.14
2023-03-22,Occitanie,Bordeaux Centre,Lunettes de soleil,0.2,https://example.com/soleil.jpg,270.37,74.37
2023-11-17,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes de vue,0.3,https://example.com/vue.jpg,165.58,40.8
2021-11-30,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes enfant,0.2,https://example.com/enfant.jpg,152.94,54.95
2024-12-25,Île-de-France,Toulouse Jean Jaurès,Lunettes de soleil,0.3,https://example.com/soleil.jpg,116.98,30.29
2024-11-24,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,126.56,55.16
2023-08-08,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes de vue,0.1,https://example.com/vue.jpg,243.05,90.45
2021-10-19,Occitanie,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,248.07,69.17
2023-09-21,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes de vue,0.2,https://example.com/vue.jpg,255.39,51.6
2021-04-16,Occitanie,Lyon Part-Dieu,Lunettes de vue,0.4,https://example.com/vue.jpg,142.35,45.12
2021-02-14,Nouvelle-Aquitaine,Marseille Prado,Lunettes de soleil,0.0,https://example.com/soleil.jpg,117.55,38.64
2022-01-12,Occitanie,Lyon Part-Dieu,Lunettes de soleil,0.15,https://example.com/soleil.jpg,222.01,97.82
2022-11-07,Nouvelle-Aquitaine,Marseille Prado,Accessoires,0.0,https://example.com/accessoires.jpg,316.06,117.93
2024-06-21,Occitanie,Paris République,Accessoires,0.1,https://example.com/accessoires.jpg,312.6,70.68
2023-11-28,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de soleil,0.1,https://example.com/soleil.jpg,235.64,53.86
2023-12-21,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes de soleil,0.2,https://example.com/soleil.jpg,120.86,39.16
2022-09-14,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Accessoires,0.0,https://example.com/accessoires.jpg,228.31,42.42
2022-05-21,Auvergne-Rhône-Alpes,Marseille Prado,Accessoires,0.0,https://example.com/accessoires.jpg,214.2,76.82
2022-06-26,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de soleil,0.0,https://example.com/soleil.jpg,213.35,37.07
2024-12-12,Occitanie,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,92.01,29.63
2021-02-28,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes de vue,0.15,https://example.com/vue.jpg,105.8,47.05
2024-06-19,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes enfant,0.0,https://example.com/enfant.jpg,216.75,89.28
2023-04-25,Auvergne-Rhône-Alpes,Paris République,Lunettes de soleil,0.1,https://example.com/soleil.jpg,264.14,106.53
2022-10-03,Occitanie,Bordeaux Centre,Lunettes de soleil,0.15,https://example.com/soleil.jpg,102.77,38.54
2023-11-25,Occitanie,Toulouse Jean Jaurès,Lunettes de soleil,0.1,https://example.com/soleil.jpg,104.4,44.75
2022-12-12,Île-de-France,Bordeaux Centre,Lunettes de soleil,0.3,https://example.com/soleil.jpg,197.93,84.91
2024-06-29,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes de soleil,0.2,https://example.com/soleil.jpg,210.68,41.85
2024-08-08,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Accessoires,0.0,https://example.com/accessoires.jpg,205.83,44.99
2022-09-08,Provence-Alpes-Côte d'Azur,Marseille Prado,Accessoires,0.0,https://example.com/accessoires.jpg,84.1,35.94
2022-02-09,Île-de-France,Bordeaux Centre,Lunettes de vue,0.3,https://example.com/vue.jpg,141.65,32.92
2023-05-15,Occitanie,Toulouse Jean Jaurès,Lunettes de vue,0.1,https://example.com/vue.jpg,273.38,72.15
2024-08-25,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes de soleil,0.1,https://example.com/soleil.jpg,65.68,10.67
2021-11-04,Provence-Alpes-Côte d'Azur,Marseille Prado,Accessoires,0.2,https://example.com/accessoires.jpg,78.98,33.15
2023-06-29,Île-de-France,Lyon Part-Dieu,Lunettes de vue,0.0,https://example.com/vue.jpg,296.61,50.91
2023-07-12,Occitanie,Bordeaux Centre,Lunettes de soleil,0.1,https://example.com/soleil.jpg,195.34,60.34
2023-12-07,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes enfant,0.2,https://example.com/enfant.jpg,204.35,44.11
2021-07-12,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes de soleil,0.2,https://example.com/soleil.jpg,222.89,35.27
2023-11-12,Occitanie,Paris République,Lunettes enfant,0.3,https://example.com/enfant.jpg,107.84,25.55
2024-08-20,Occitanie,Toulouse Jean Jaurès,Lunettes enfant,0.1,https://example.com/enfant.jpg,138.06,48.21
2021-09-20,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes de soleil,0.2,https://example.com/soleil.jpg,115.13,20.35
2021-12-13,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes de soleil,0.0,https://example.com/soleil.jpg,116.83,47.36
2024-11-19,Occitanie,Toulouse Jean Jaurès,Lunettes de soleil,0.1,https://example.com/soleil.jpg,139.8,49.98
2021-09-22,Île-de-France,Paris République,Lunettes de soleil,0.0,https://example.com/soleil.jpg,336.79,56.42
2024-06-01,Nouvelle-Aquitaine,Marseille Prado,Lunettes de vue,0.0,https://example.com/vue.jpg,94.07,25.51
2022-12-20,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes de vue,0.2,https://example.com/vue.jpg,109.9,43.15
2021-12-27,Occitanie,Bordeaux Centre,Lunettes enfant,0.0,https://example.com/enfant.jpg,159.04,68.32
2024-06-25,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de soleil,0.15,https://example.com/soleil.jpg,96.11,32.55
2022-10-13,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes de vue,0.1,https://example.com/vue.jpg,82.51,29.24
2023-01-22,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes de vue,0.0,https://example.com/vue.jpg,115.32,47.63
2022-06-09,Nouvelle-Aquitaine,Paris République,Accessoires,0.15,https://example.com/accessoires.jpg,185.12,53.01
2023-05-16,Auvergne-Rhône-Alpes,Paris République,Accessoires,0.15,https://example.com/accessoires.jpg,201.53,72.99
2021-08-27,Occitanie,Lyon Part-Dieu,Lunettes de vue,0.2,https://example.com/vue.jpg,104.22,33.7
2022-07-25,Occitanie,Marseille Prado,Lunettes enfant,0.2,https://example.com/enfant.jpg,168.85,60.53
2024-11-16,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes de vue,0.1,https://example.com/vue.jpg,64.57,26.78
2022-01-12,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes de soleil,0.4,https://example.com/soleil.jpg,143.14,55.39
2023-08-17,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes de vue,0.0,https://example.com/vue.jpg,70.37,13.25
2022-04-20,Île-de-France,Lyon Part-Dieu,Accessoires,0.15,https://example.com/accessoires.jpg,212.48,91.28
2024-02-04,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Accessoires,0.4,https://example.com/accessoires.jpg,123.2,20.33
2021-07-11,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes de soleil,0.0,https://example.com/soleil.jpg,100.6,37.93
2024-11-16,Occitanie,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,94.75,22.32
2022-10-25,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de soleil,0.15,https://example.com/soleil.jpg,61.14,23.48
2021-12-11,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes enfant,0.2,https://example.com/enfant.jpg,179.57,27.73
2021-04-18,Nouvelle-Aquitaine,Lyon Part-Dieu,Accessoires,0.1,https://example.com/accessoires.jpg,266.25,57.56
2021-09-05,Occitanie,Marseille Prado,Lunettes de vue,0.2,https://example.com/vue.jpg,247.87,43.13
2023-01-29,Occitanie,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,229.39,86.19
2022-05-08,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes enfant,0.3,https://example.com/enfant.jpg,222.88,46.41
2024-04-25,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes enfant,0.0,https://example.com/enfant.jpg,311.35,133.35
2022-09-22,Auvergne-Rhône-Alpes,Marseille Prado,Accessoires,0.15,https://example.com/accessoires.jpg,225.68,61.68
2021-12-30,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes enfant,0.1,https://example.com/enfant.jpg,154.5,56.52
2023-06-21,Occitanie,Paris République,Accessoires,0.1,https://example.com/accessoires.jpg,271.45,107.9
2023-10-29,Nouvelle-Aquitaine,Marseille Prado,Accessoires,0.1,https://example.com/accessoires.jpg,161.7,70.49
2021-09-01,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes de soleil,0.1,https://example.com/soleil.jpg,164.62,47.49
2021-09-02,Île-de-France,Paris République,Lunettes de soleil,0.2,https://example.com/soleil.jpg,207.89,73.04
2021-02-23,Île-de-France,Paris République,Accessoires,0.2,https://example.com/accessoires.jpg,263.85,68.41
2023-12-12,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes de vue,0.1,https://example.com/vue.jpg,189.0,44.43
2023-08-28,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes de soleil,0.0,https://example.com/soleil.jpg,119.62,42.59
2022-11-24,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes de vue,0.3,https://example.com/vue.jpg,76.92,20.87
2024-05-17,Île-de-France,Marseille Prado,Lunettes enfant,0.3,https://example.com/enfant.jpg,108.24,34.82
2024-03-22,Occitanie,Marseille Prado,Lunettes de vue,0.1,https://example.com/vue.jpg,178.33,37.37
2023-05-05,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes enfant,0.15,https://example.com/enfant.jpg,130.34,47.5
2024-06-21,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Accessoires,0.1,https://example.com/accessoires.jpg,242.4,106.85
2021-10-28,Île-de-France,Bordeaux Centre,Accessoires,0.0,https://example.com/accessoires.jpg,221.94,69.1
2021-06-13,Provence-Alpes-Côte d'Azur,Marseille Prado,Accessoires,0.1,https://example.com/accessoires.jpg,165.5,50.64
2022-01-29,Occitanie,Marseille Prado,Lunettes enfant,0.15,https://example.com/enfant.jpg,110.29,44.81
2021-03-25,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes de vue,0.2,https://example.com/vue.jpg,191.61,37.45
2023-02-15,Occitanie,Toulouse Jean Jaurès,Lunettes de soleil,0.3,https://example.com/soleil.jpg,181.12,48.55
2024-09-29,Île-de-France,Lyon Part-Dieu,Lunettes de soleil,0.0,https://example.com/soleil.jpg,289.57,58.53
2021-02-27,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes de vue,0.1,https://example.com/vue.jpg,312.69,98.16
2021-06-28,Occitanie,Lyon Part-Dieu,Lunettes de soleil,0.0,https://example.com/soleil.jpg,134.77,45.14
2022-10-23,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes enfant,0.15,https://example.com/enfant.jpg,63.1,26.77
2024-09-25,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes enfant,0.0,https://example.com/enfant.jpg,210.12,83.89
2022-04-07,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de soleil,0.15,https://example.com/soleil.jpg,279.41,96.1
2023-01-11,Île-de-France,Marseille Prado,Lunettes de soleil,0.2,https://example.com/soleil.jpg,111.72,42.72
2021-03-02,Île-de-France,Toulouse Jean Jaurès,Lunettes enfant,0.2,https://example.com/enfant.jpg,225.32,76.29
2021-08-05,Île-de-France,Lyon Part-Dieu,Lunettes de vue,0.0,https://example.com/vue.jpg,159.46,51.23
2024-12-11,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes de soleil,0.0,https://example.com/soleil.jpg,179.54,29.5
2024-11-10,Occitanie,Bordeaux Centre,Lunettes de soleil,0.0,https://example.com/soleil.jpg,335.36,52.76
2021-01-08,Provence-Alpes-Côte d'Azur,Marseille Prado,Accessoires,0.15,https://example.com/accessoires.jpg,169.22,68.64
2024-10-21,Île-de-France,Lyon Part-Dieu,Accessoires,0.0,https://example.com/accessoires.jpg,273.09,64.06
2023-07-23,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes de vue,0.0,https://example.com/vue.jpg,223.96,57.17
2024-06-21,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes enfant,0.4,https://example.com/enfant.jpg,170.34,48.51
2022-10-26,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes de vue,0.1,https://example.com/vue.jpg,142.98,23.27
2023-01-23,Occitanie,Toulouse Jean Jaurès,Lunettes de vue,0.1,https://example.com/vue.jpg,283.98,124.52
2022-12-15,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,223.7,40.47
2023-09-01,Île-de-France,Toulouse Jean Jaurès,Lunettes de soleil,0.15,https://example.com/soleil.jpg,133.08,58.62
2021-07-23,Nouvelle-Aquitaine,Paris République,Lunettes enfant,0.1,https://example.com/enfant.jpg,72.63,26.32
2021-02-13,Nouvelle-Aquitaine,Marseille Prado,Lunettes enfant,0.15,https://example.com/enfant.jpg,62.64,27.12
2022-03-26,Nouvelle-Aquitaine,Paris République,Lunettes de soleil,0.15,https://example.com/soleil.jpg,143.6,23.79
2023-10-26,Île-de-France,Toulouse Jean Jaurès,Lunettes de vue,0.4,https://example.com/vue.jpg,78.24,22.24
2021-10-22,Île-de-France,Toulouse Jean Jaurès,Accessoires,0.0,https://example.com/accessoires.jpg,84.75,36.94
2023-09-11,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de soleil,0.15,https://example.com/soleil.jpg,191.08,65.72
2024-11-17,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de vue,0.1,https://example.com/vue.jpg,312.17,98.03
2021-05-18,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes de vue,0.1,https://example.com/vue.jpg,169.43,59.55
2023-09-09,Occitanie,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,224.59,46.24
2022-10-10,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de vue,0.15,https://example.com/vue.jpg,111.81,41.79
2024-06-21,Occitanie,Bordeaux Centre,Accessoires,0.0,https://example.com/accessoires.jpg,127.38,29.64
2021-09-16,Occitanie,Toulouse Jean Jaurès,Accessoires,0.1,https://example.com/accessoires.jpg,145.75,34.18
2023-10-09,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes de soleil,0.1,https://example.com/soleil.jpg,273.43,90.02
2024-05-08,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes de vue,0.1,https://example.com/vue.jpg,305.07,47.69
2024-10-11,Occitanie,Paris République,Lunettes de soleil,0.1,https://example.com/soleil.jpg,249.41,41.45
2023-09-25,Occitanie,Lyon Part-Dieu,Lunettes de vue,0.0,https://example.com/vue.jpg,75.76,11.72
2022-12-27,Île-de-France,Lyon Part-Dieu,Accessoires,0.1,https://example.com/accessoires.jpg,173.48,65.93
2023-06-22,Occitanie,Marseille Prado,Lunettes de soleil,0.0,https://example.com/soleil.jpg,187.8,29.69
2024-06-22,Nouvelle-Aquitaine,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,331.86,59.31
2023-04-14,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes de soleil,0.2,https://example.com/soleil.jpg,223.01,74.04
2021-02-14,Île-de-France,Marseille Prado,Lunettes enfant,0.2,https://example.com/enfant.jpg,216.02,63.18
2024-09-21,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes de soleil,0.2,https://example.com/soleil.jpg,182.51,47.42
2023-10-04,Nouvelle-Aquitaine,Paris République,Accessoires,0.15,https://example.com/accessoires.jpg,213.21,54.73
2023-09-15,Auvergne-Rhône-Alpes,Paris République,Lunettes enfant,0.2,https://example.com/enfant.jpg,212.49,86.67
2021-11-11,Occitanie,Lyon Part-Dieu,Accessoires,0.0,https://example.com/accessoires.jpg,224.72,38.96
2023-08-20,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes de soleil,0.15,https://example.com/soleil.jpg,260.57,111.48
2022-07-30,Provence-Alpes-Côte d'Azur,Paris République,Accessoires,0.0,https://example.com/accessoires.jpg,80.33,17.73
2023-08-09,Nouvelle-Aquitaine,Paris République,Lunettes de vue,0.2,https://example.com/vue.jpg,266.87,79.08
2021-06-05,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes enfant,0.15,https://example.com/enfant.jpg,243.61,106.48
2023-08-19,Auvergne-Rhône-Alpes,Paris République,Lunettes de vue,0.2,https://example.com/vue.jpg,174.49,59.61
2024-12-30,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes enfant,0.2,https://example.com/enfant.jpg,248.71,56.06
2021-03-12,Île-de-France,Lyon Part-Dieu,Accessoires,0.1,https://example.com/accessoires.jpg,271.65,120.8
2024-11-27,Auvergne-Rhône-Alpes,Paris République,Accessoires,0.1,https://example.com/accessoires.jpg,168.69,66.52
2022-08-18,Provence-Alpes-Côte d'Azur,Paris République,Lunettes de vue,0.0,https://example.com/vue.jpg,305.15,74.53
2024-06-25,Occitanie,Bordeaux Centre,Lunettes de vue,0.15,https://example.com/vue.jpg,104.32,34.4
2024-02-17,Auvergne-Rhône-Alpes,Paris République,Lunettes de soleil,0.15,https://example.com/soleil.jpg,171.17,54.24
2023-04-08,Île-de-France,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,135.04,45.24
2023-12-15,Occitanie,Lyon Part-Dieu,Lunettes enfant,0.4,https://example.com/enfant.jpg,62.9,11.75
2024-07-06,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes enfant,0.4,https://example.com/enfant.jpg,192.29,66.08
2022-08-14,Occitanie,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,172.75,37.01
2022-04-23,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes de soleil,0.2,https://example.com/soleil.jpg,209.3,51.44
2023-09-02,Auvergne-Rhône-Alpes,Paris République,Lunettes de soleil,0.0,https://example.com/soleil.jpg,175.03,54.89
2024-03-25,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes enfant,0.15,https://example.com/enfant.jpg,189.0,40.43
2024-01-18,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes de vue,0.15,https://example.com/vue.jpg,142.33,59.45
2024-03-10,Auvergne-Rhône-Alpes,Marseille Prado,Accessoires,0.2,https://example.com/accessoires.jpg,222.37,61.21
2022-09-28,Île-de-France,Paris République,Lunettes de soleil,0.1,https://example.com/soleil.jpg,261.19,52.14
2024-04-09,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes de vue,0.3,https://example.com/vue.jpg,133.38,22.44
2021-06-25,Nouvelle-Aquitaine,Marseille Prado,Lunettes de soleil,0.3,https://example.com/soleil.jpg,217.48,83.61
2023-03-06,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de soleil,0.15,https://example.com/soleil.jpg,144.06,57.41
2021-01-09,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Accessoires,0.1,https://example.com/accessoires.jpg,255.14,44.39
2022-04-19,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes de soleil,0.15,https://example.com/soleil.jpg,214.22,67.01
2022-06-20,Île-de-France,Bordeaux Centre,Lunettes de soleil,0.2,https://example.com/soleil.jpg,158.14,54.71
2022-08-02,Auvergne-Rhône-Alpes,Paris République,Accessoires,0.4,https://example.com/accessoires.jpg,191.34,80.84
2023-10-13,Île-de-France,Bordeaux Centre,Lunettes enfant,0.0,https://example.com/enfant.jpg,230.23,37.87
2022-07-22,Île-de-France,Bordeaux Centre,Lunettes de soleil,0.1,https://example.com/soleil.jpg,274.73,69.85
2022-10-18,Occitanie,Marseille Prado,Lunettes de soleil,0.2,https://example.com/soleil.jpg,220.27,40.93
2021-12-13,Auvergne-Rhône-Alpes,Paris République,Lunettes enfant,0.1,https://example.com/enfant.jpg,197.21,54.94
2022-06-29,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes enfant,0.15,https://example.com/enfant.jpg,137.19,35.9
2021-11-28,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes enfant,0.0,https://example.com/enfant.jpg,336.32,110.52
2021-04-17,Occitanie,Lyon Part-Dieu,Lunettes enfant,0.2,https://example.com/enfant.jpg,68.71,24.22
2023-06-01,Nouvelle-Aquitaine,Paris République,Lunettes de vue,0.15,https://example.com/vue.jpg,272.39,119.68
2023-09-03,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes enfant,0.15,https://example.com/enfant.jpg,180.02,35.8
2023-06-24,Île-de-France,Toulouse Jean Jaurès,Lunettes enfant,0.2,https://example.com/enfant.jpg,223.72,87.2
2022-11-08,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes enfant,0.3,https://example.com/enfant.jpg,114.49,46.23
2022-07-09,Auvergne-Rhône-Alpes,Paris République,Lunettes de vue,0.2,https://example.com/vue.jpg,142.06,45.39
2024-06-14,Occitanie,Paris République,Accessoires,0.0,https://example.com/accessoires.jpg,123.41,47.68
2023-01-28,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes enfant,0.2,https://example.com/enfant.jpg,269.77,68.76
2022-12-01,Occitanie,Bordeaux Centre,Lunettes de vue,0.1,https://example.com/vue.jpg,73.91,11.85
2021-02-07,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de soleil,0.1,https://example.com/soleil.jpg,160.48,31.33
2022-05-14,Occitanie,Marseille Prado,Accessoires,0.3,https://example.com/accessoires.jpg,114.6,22.95
2022-07-10,Provence-Alpes-Côte d'Azur,Paris République,Lunettes de vue,0.15,https://example.com/vue.jpg,253.01,104.39
2022-08-06,Île-de-France,Bordeaux Centre,Lunettes enfant,0.15,https://example.com/enfant.jpg,178.88,78.24
2023-04-28,Île-de-France,Toulouse Jean Jaurès,Accessoires,0.2,https://example.com/accessoires.jpg,93.88,25.42
2023-02-19,Île-de-France,Toulouse Jean Jaurès,Lunettes de vue,0.15,https://example.com/vue.jpg,180.65,62.67
2023-06-07,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de vue,0.3,https://example.com/vue.jpg,95.26,22.96
2024-01-22,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,74.79,21.22
2024-04-01,Île-de-France,Marseille Prado,Lunettes de vue,0.2,https://example.com/vue.jpg,177.98,59.84
2023-11-15,Île-de-France,Marseille Prado,Lunettes de vue,0.0,https://example.com/vue.jpg,170.91,69.54
2024-10-27,Nouvelle-Aquitaine,Paris République,Lunettes de vue,0.0,https://example.com/vue.jpg,136.89,38.06
2021-01-27,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes de vue,0.0,https://example.com/vue.jpg,118.23,42.53
2021-10-13,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes de vue,0.0,https://example.com/vue.jpg,197.03,44.26
2021-01-12,Occitanie,Toulouse Jean Jaurès,Lunettes de soleil,0.2,https://example.com/soleil.jpg,250.8,62.34
2023-08-04,Nouvelle-Aquitaine,Paris République,Lunettes de soleil,0.15,https://example.com/soleil.jpg,239.93,51.79
2024-08-04,Nouvelle-Aquitaine,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,71.3,29.2
2021-12-22,Nouvelle-Aquitaine,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,274.72,50.97
2024-09-15,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes enfant,0.0,https://example.com/enfant.jpg,90.36,34.43
2021-03-29,Provence-Alpes-Côte d'Azur,Paris République,Lunettes enfant,0.1,https://example.com/enfant.jpg,201.1,68.29
2024-09-26,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes enfant,0.1,https://example.com/enfant.jpg,259.57,89.55
2022-05-29,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes enfant,0.0,https://example.com/enfant.jpg,196.92,81.34
2021-05-29,Occitanie,Marseille Prado,Lunettes de soleil,0.2,https://example.com/soleil.jpg,140.38,43.41
2022-12-11,Nouvelle-Aquitaine,Marseille Prado,Lunettes de soleil,0.3,https://example.com/soleil.jpg,233.14,40.28
2022-01-10,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes de soleil,0.0,https://example.com/soleil.jpg,78.19,33.57
2022-02-20,Île-de-France,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,99.67,25.04
2022-03-25,Île-de-France,Bordeaux Centre,Lunettes de vue,0.2,https://example.com/vue.jpg,250.95,39.88
2024-03-18,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes enfant,0.3,https://example.com/enfant.jpg,222.7,69.03
2023-02-27,Île-de-France,Marseille Prado,Accessoires,0.0,https://example.com/accessoires.jpg,174.37,44.91
2022-03-31,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes de soleil,0.3,https://example.com/soleil.jpg,154.88,65.6
2023-06-11,Provence-Alpes-Côte d'Azur,Marseille Prado,Accessoires,0.0,https://example.com/accessoires.jpg,116.03,35.18
2023-11-12,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes enfant,0.15,https://example.com/enfant.jpg,269.96,44.82
2022-02-03,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes de soleil,0.0,https://example.com/soleil.jpg,201.34,44.58
