date_vente;region;magasin;type_produit;Sexe_Client;remise;image_produit;prix_vente;profit;Âge_Client;saison;Alerte_Produit;marge_moyenne
2022-07-08;Provence-Alpes-Côte d'Azur;Paris République;Accessoires;Femme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;183.74;38.21;42;Été;✅ OK;0.21
2024-08-28;Occitanie;Lyon Part-Dieu;Lunettes de vue;Enfant;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;202.16;67.49;10;Été;✅ OK;0.33
2022-01-02;Île-de-France;Toulouse Jean Jaurès;Lunettes enfant;Femme;0.2;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;78.55;24.48;19;Hiver;✅ OK;0.31
2024-05-17;Occitanie;Toulouse Jean Jaurès;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;176.95;70.94;33;Printemps;✅ OK;0.4
2022-12-08;Provence-Alpes-Côte d'Azur;Bordeaux Centre;Lunettes enfant;Femme;0.15;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;62.8;13.75;51;Hiver;✅ OK;0.22
2023-01-21;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes enfant;Femme;0.1;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;251.06;74.07;31;Hiver;✅ OK;0.3
2022-03-27;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;145.83;26.65;44;Printemps;✅ OK;0.18
2023-04-17;Provence-Alpes-Côte d'Azur;Paris République;Lunettes enfant;Homme;0.1;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;289.51;94.43;26;Printemps;✅ OK;0.33
2022-04-20;Occitanie;Paris République;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;89.13;29.47;58;Printemps;✅ OK;0.33
2021-02-27;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;76.15;30.79;43;Hiver;✅ OK;0.4
2022-02-02;Nouvelle-Aquitaine;Lyon Part-Dieu;Accessoires;Homme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;175.0;43.59;30;Hiver;✅ OK;0.25
2021-01-10;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;291.2;69.71;39;Hiver;✅ OK;0.24
2024-11-29;Île-de-France;Toulouse Jean Jaurès;Accessoires;Femme;0.1;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;307.52;133.98;38;Automne;✅ OK;0.44
2024-11-10;Nouvelle-Aquitaine;Marseille Prado;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;260.3;74.19;18;Automne;✅ OK;0.29
2022-07-31;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;126.89;30.04;52;Été;✅ OK;0.24
2023-11-30;Occitanie;Marseille Prado;Lunettes de vue;Enfant;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;204.51;67.86;10;Automne;✅ OK;0.33
2022-05-20;Occitanie;Marseille Prado;Lunettes de vue;Enfant;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;240.24;46.36;8;Printemps;✅ OK;0.19
2023-09-07;Occitanie;Marseille Prado;Lunettes de soleil;Femme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;205.52;54.64;25;Automne;✅ OK;0.27
2024-03-21;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;257.06;73.96;53;Printemps;✅ OK;0.29
2024-10-14;Occitanie;Lyon Part-Dieu;Accessoires;Femme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;330.09;136.99;55;Automne;✅ OK;0.42
2022-08-08;Occitanie;Paris République;Lunettes de vue;Femme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;185.19;68.15;28;Été;✅ OK;0.37
2024-02-18;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes de vue;Homme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;137.46;36.75;20;Hiver;✅ OK;0.27
2022-01-24;Île-de-France;Toulouse Jean Jaurès;Lunettes enfant;Homme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;227.61;65.91;44;Hiver;✅ OK;0.29
2024-12-16;Provence-Alpes-Côte d'Azur;Paris République;Lunettes enfant;Femme;0.3;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;101.42;43.88;38;Hiver;✅ OK;0.43
2021-02-07;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de soleil;Femme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;160.12;64.22;46;Hiver;✅ OK;0.4
2023-06-01;Occitanie;Bordeaux Centre;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;339.31;62.86;52;Été;✅ OK;0.19
2023-08-21;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;211.72;54.54;36;Été;✅ OK;0.26
2023-10-02;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Homme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;169.38;48.93;28;Automne;✅ OK;0.29
2021-06-25;Occitanie;Paris République;Accessoires;Homme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;149.27;31.43;40;Été;✅ OK;0.21
2024-10-02;Occitanie;Marseille Prado;Lunettes de soleil;Homme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;113.19;21.35;57;Automne;✅ OK;0.19
2021-09-22;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;100.7;24.7;41;Automne;✅ OK;0.25
2023-06-29;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;204.15;71.15;39;Été;✅ OK;0.35
2021-11-22;Occitanie;Marseille Prado;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;205.62;89.99;41;Automne;✅ OK;0.44
2022-03-25;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de soleil;Enfant;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;192.77;85.32;10;Printemps;✅ OK;0.44
2023-03-09;Auvergne-Rhône-Alpes;Paris République;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;265.77;109.7;55;Printemps;✅ OK;0.41
2022-09-02;Nouvelle-Aquitaine;Paris République;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;224.75;81.64;23;Automne;✅ OK;0.36
2021-08-22;Nouvelle-Aquitaine;Marseille Prado;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;170.89;29.47;58;Été;✅ OK;0.17
2021-09-07;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;120.7;18.68;32;Automne;✅ OK;0.15
2022-09-03;Occitanie;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;183.08;28.77;21;Automne;✅ OK;0.16
2024-01-11;Occitanie;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;144.41;25.99;30;Hiver;✅ OK;0.18
2024-08-04;Occitanie;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;164.88;47.66;25;Été;✅ OK;0.29
2021-05-03;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes enfant;Enfant;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;263.43;40.98;14;Printemps;✅ OK;0.16
2022-07-28;Nouvelle-Aquitaine;Marseille Prado;Lunettes de soleil;Homme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;121.03;31.06;43;Été;✅ OK;0.26
2021-05-27;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;63.17;27.52;50;Printemps;✅ OK;0.44
2021-01-25;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;168.36;53.59;55;Hiver;✅ OK;0.32
2023-08-25;Île-de-France;Lyon Part-Dieu;Lunettes de vue;Homme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;264.78;87.84;53;Été;✅ OK;0.33
2023-05-30;Île-de-France;Lyon Part-Dieu;Lunettes de vue;Enfant;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;254.35;75.59;10;Printemps;✅ OK;0.3
2021-08-27;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de vue;Homme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;171.59;76.27;42;Été;✅ OK;0.44
2021-12-08;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;193.61;38.74;37;Hiver;✅ OK;0.2
2021-02-04;Occitanie;Lyon Part-Dieu;Lunettes de vue;Femme;0.4;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;184.16;81.52;46;Hiver;✅ OK;0.44
2024-05-04;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de vue;Homme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;73.24;21.25;33;Printemps;⚠️ À vérifier;0.29
2024-11-24;Provence-Alpes-Côte d'Azur;Paris République;Accessoires;Femme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;156.37;66.86;25;Automne;✅ OK;0.43
2021-07-17;Île-de-France;Paris République;Accessoires;Femme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;228.85;78.31;28;Été;✅ OK;0.34
2021-12-04;Nouvelle-Aquitaine;Marseille Prado;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;256.38;54.03;23;Hiver;✅ OK;0.21
2024-06-21;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Homme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;127.41;49.54;57;Été;✅ OK;0.39
2024-09-14;Occitanie;Toulouse Jean Jaurès;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;295.49;56.12;49;Automne;✅ OK;0.19
2022-09-05;Occitanie;Paris République;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;127.6;50.22;24;Automne;✅ OK;0.39
2021-03-15;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes de vue;Femme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;63.15;10.14;53;Printemps;✅ OK;0.16
2021-02-27;Occitanie;Lyon Part-Dieu;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;191.33;36.89;40;Hiver;✅ OK;0.19
2023-04-18;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Homme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;278.91;71.89;44;Printemps;✅ OK;0.26
2022-07-28;Provence-Alpes-Côte d'Azur;Paris République;Accessoires;Homme;0.2;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;130.14;22.06;43;Été;✅ OK;0.17
2021-02-11;Occitanie;Bordeaux Centre;Lunettes enfant;Femme;0.2;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;126.74;50.13;33;Hiver;✅ OK;0.4
2023-05-02;Île-de-France;Bordeaux Centre;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;206.38;58.91;25;Printemps;✅ OK;0.29
2021-01-17;Nouvelle-Aquitaine;Paris République;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;108.16;36.31;46;Hiver;✅ OK;0.34
2024-02-24;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;238.52;43.02;56;Hiver;✅ OK;0.18
2022-03-24;Occitanie;Paris République;Lunettes enfant;Femme;0.15;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;159.77;24.3;41;Printemps;✅ OK;0.15
2021-02-28;Occitanie;Toulouse Jean Jaurès;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;164.5;73.1;37;Hiver;✅ OK;0.44
2023-05-09;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de vue;Femme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;186.61;36.07;44;Printemps;✅ OK;0.19
2022-08-04;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;122.1;48.72;38;Été;✅ OK;0.4
2024-11-22;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;297.18;101.69;24;Automne;✅ OK;0.34
2023-03-06;Provence-Alpes-Côte d'Azur;Paris République;Accessoires;Homme;0.2;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;178.62;69.96;38;Printemps;✅ OK;0.39
2022-02-06;Occitanie;Paris République;Accessoires;Femme;0.1;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;107.96;35.7;20;Hiver;✅ OK;0.33
2023-11-02;Auvergne-Rhône-Alpes;Toulouse Jean Jaurès;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;93.22;24.86;37;Automne;✅ OK;0.27
2022-02-01;Provence-Alpes-Côte d'Azur;Bordeaux Centre;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;238.87;73.73;31;Hiver;✅ OK;0.31
2024-08-13;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.4;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;80.75;25.06;59;Été;⚠️ À vérifier;0.31
2022-07-02;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;277.2;56.41;55;Été;✅ OK;0.2
2023-03-14;Occitanie;Bordeaux Centre;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;271.66;92.84;38;Printemps;✅ OK;0.34
2021-03-15;Île-de-France;Bordeaux Centre;Lunettes de soleil;Enfant;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;314.19;63.61;5;Printemps;✅ OK;0.2
2022-09-15;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;80.73;25.23;33;Automne;✅ OK;0.31
2024-04-30;Auvergne-Rhône-Alpes;Paris République;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;190.52;67.0;29;Printemps;✅ OK;0.35
2024-03-22;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;265.16;104.33;29;Printemps;✅ OK;0.39
2021-11-24;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;123.94;38.79;27;Automne;✅ OK;0.31
2021-11-27;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de soleil;Homme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;201.47;67.36;28;Automne;✅ OK;0.33
2024-04-08;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;214.96;79.15;53;Printemps;✅ OK;0.37
2024-09-20;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes enfant;Homme;0.1;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;157.07;40.66;55;Automne;✅ OK;0.26
2021-05-20;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;145.83;23.92;49;Printemps;✅ OK;0.16
2022-10-20;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;155.15;37.04;59;Automne;✅ OK;0.24
2022-05-08;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes enfant;Homme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;286.97;53.23;46;Printemps;✅ OK;0.19
2024-06-25;Occitanie;Lyon Part-Dieu;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;339.0;128.15;42;Été;✅ OK;0.38
2021-05-02;Occitanie;Paris République;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;253.68;100.0;39;Printemps;✅ OK;0.39
2021-11-05;Occitanie;Lyon Part-Dieu;Lunettes de vue;Homme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;118.4;52.17;33;Automne;✅ OK;0.44
2024-01-04;Occitanie;Marseille Prado;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;103.94;34.35;21;Hiver;✅ OK;0.33
2021-03-16;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Homme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;65.43;19.16;34;Printemps;⚠️ À vérifier;0.29
2022-12-21;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes de soleil;Homme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;182.47;78.88;58;Hiver;✅ OK;0.43
2022-10-08;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;318.64;135.69;34;Automne;✅ OK;0.43
2022-05-04;Provence-Alpes-Côte d'Azur;Paris République;Lunettes enfant;Homme;0.2;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;148.01;50.7;48;Printemps;✅ OK;0.34
2022-07-31;Nouvelle-Aquitaine;Paris République;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;89.76;34.3;25;Été;✅ OK;0.38
2023-02-13;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes de soleil;Femme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;136.18;28.55;59;Hiver;⚠️ À vérifier;0.21
2021-08-24;Île-de-France;Lyon Part-Dieu;Lunettes de soleil;Homme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;248.37;75.62;30;Été;✅ OK;0.3
2023-04-16;Île-de-France;Bordeaux Centre;Lunettes de soleil;Enfant;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;201.61;50.85;12;Printemps;✅ OK;0.25
2024-03-21;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes enfant;Homme;0.2;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;144.84;57.51;57;Printemps;✅ OK;0.4
2024-01-15;Île-de-France;Marseille Prado;Lunettes enfant;Homme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;204.71;85.37;41;Hiver;✅ OK;0.42
2021-08-13;Auvergne-Rhône-Alpes;Paris République;Lunettes de vue;Homme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;197.39;53.37;49;Été;✅ OK;0.27
2021-08-06;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de vue;Enfant;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;181.4;53.27;5;Été;✅ OK;0.29
2022-01-27;Nouvelle-Aquitaine;Marseille Prado;Accessoires;Homme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;117.37;25.73;46;Hiver;✅ OK;0.22
2022-06-12;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;200.71;82.98;31;Été;✅ OK;0.41
2022-08-20;Île-de-France;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;192.51;36.89;47;Été;✅ OK;0.19
2023-09-20;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes enfant;Homme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;166.19;70.65;54;Automne;✅ OK;0.43
2021-03-24;Nouvelle-Aquitaine;Paris République;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;126.52;42.4;54;Printemps;✅ OK;0.34
2021-02-20;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;284.25;63.54;59;Hiver;✅ OK;0.22
2022-07-27;Île-de-France;Paris République;Accessoires;Femme;0.1;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;138.17;38.39;43;Été;✅ OK;0.28
2023-10-15;Île-de-France;Lyon Part-Dieu;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;239.85;43.29;25;Automne;✅ OK;0.18
2021-10-10;Île-de-France;Lyon Part-Dieu;Lunettes enfant;Homme;0.2;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;123.42;40.52;33;Automne;✅ OK;0.33
2023-07-26;Nouvelle-Aquitaine;Paris République;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;139.31;54.62;19;Été;✅ OK;0.39
2022-01-15;Nouvelle-Aquitaine;Marseille Prado;Accessoires;Homme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;159.0;54.95;59;Hiver;✅ OK;0.35
2024-07-17;Île-de-France;Lyon Part-Dieu;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;300.5;59.96;42;Été;✅ OK;0.2
2024-07-31;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;256.68;81.02;28;Été;✅ OK;0.32
